SEMESTER 1			SEMESTER 2
AIF101-6	Pemrograman Berorientasi Objek	B	131	AIF102-4	Algoritma & Struktur Data	B	132
AIF103-3	Matematika Diskrit	D-B	131-134	AIF104-3	Logika Informatika	C	132
AIF105-3	Pengantar Informatika	B	131	AIF106-3	Sistem Dijital	D-E	132-152
MKU001-2	Pendidikan Pancasila	C	131	AMS100-4	Matematika Informatika	E-C	132-154
MKU008-2	Etika	C	131	MKU009-2	Bahasa Indonesia	C	132
MKU010-2	Bahasa Inggris	B	131	MKU011-2	Estetika	C	132

			SEMESTER 4
AIF201-4	Analisis & Desain Berorientasi Objek	A	141	AIF202-4	Desain & Analisis Algoritma	C	142
AIF203-4	Struktur Diskrit	C	141	AIF204-4	Manajemen Informasi & Basis Data	C	142
AIF205-3	Arsitektur & Organisasi Komputer	C	141	AIF206-4	Sistem Operasi	D	142
AMS200-3	Probabilitas & Statistika	C	141	AIF208-4	Rekayasa Perangkat Lunak	C	142
MKU004-2	Pendidikan Agama (fenomenologi)	B	141	AIF210-2	Interaksi Manusia Komputer	C	142
MKU012-2	Logika	A	141				

SEMESTER 1			SEMESTER 2		
AIF101-6	Pemrograman Berorientasi Objek	D	131	AIF102-4	Algoritma & Struktur Data	D	132
AIF103-3	Matematika Diskrit	E-B	131-144	AIF104-3	Logika Informatika	C	132
AIF105-3	Pengantar Informatika	B	131	AIF106-3	Sistem Dijital	B	132
MKU001-2	Pendidikan Pancasila	B	131	AMS100-4	Matematika Informatika	C	132
MKU008-2	Etika	B	131	MKU009-2	Bahasa Indonesia	B	151
MKU010-2	Bahasa Inggris	B	131	MKU011-2	Estetika	B	132

			SEMESTER 4		
AIF201-4	Analisis & Desain Berorientasi Objek	C	141	AIF202-4	Desain & Analisis Algoritma	E-C	142-151
AIF203-4	Struktur Diskrit	C	141	AIF204-4	Manajemen Informasi & Basis Data	C	142
AIF205-3	Arsitektur & Organisasi Komputer	C	141	AIF206-4	Sistem Operasi	C	142
AMS200-3	Probabilitas & Statistika	D-B	141-144	AIF208-4	Rekayasa Perangkat Lunak	E-D	142-152
MKU003-2	Pendidikan Agama (katolik)	B	141	AIF210-2	Interaksi Manusia Komputer	D	142
MKU012-2	Logika	C	132				

SEMESTER 1			SEMESTER 2		
AIF101-6	Pemrograman Berorientasi Objek	D-B	131-132	AIF102-4	Algoritma & Struktur Data	D-C	141-142
AIF103-3	Matematika Diskrit	C	131	AIF104-3	Logika Informatika	B	132
AIF105-3	Pengantar Informatika	C	131	AIF106-3	Sistem Dijital	A	132
MKU001-2	Pendidikan Pancasila	A	131	AMS100-4	Matematika Informatika	C	132
MKU008-2	Etika	B	131	MKU009-2	Bahasa Indonesia	C	132
MKU010-2	Bahasa Inggris	B	131	MKU011-2	Estetika	B	142

			SEMESTER 4				
AIF201-4	Analisis & Desain Berorientasi Objek	D	151	AIF202-4	Desain & Analisis Algoritma <<	E-B	152-172
AIF203-4	Struktur Diskrit	C	141	AIF204-4	Manajemen Informasi & Basis Data	C	142
AIF205-3	Arsitektur & Organisasi Komputer	C	141	AIF206-4	Sistem Operasi	D-B	142-152
AMS200-3	Probabilitas & Statistika	D-B	141-144	AIF208-4	Rekayasa Perangkat Lunak	D	152
MKU004-2	Pendidikan Agama (fenomenologi)	B	141	AIF210-2	Interaksi Manusia Komputer	B	142
MKU012-2	Logika	C	141				

SEMESTER 1			SEMESTER 2
AIF101-6	Pemrograman Berorientasi Objek	C	131	AIF102-4	Algoritma & Struktur Data	E-E-E-C	132-142-151-152
AIF103-3	Matematika Diskrit	C	131	AIF104-3	Logika Informatika	B	132
AIF105-3	Pengantar Informatika	C	131	AIF106-3	Sistem Dijital	A	132
MKU001-2	Pendidikan Pancasila	E-A	131-161	AMS100-4	Matematika Informatika	B	132
MKU008-2	Etika	A	131	MKU009-2	Bahasa Indonesia	C	132
MKU010-2	Bahasa Inggris	A	131	MKU011-2	Estetika	C	132

			SEMESTER 4				
AIF201-4	Analisis & Desain Berorientasi Objek	E-C	141-161	AIF202-4	Desain & Analisis Algoritma	C	162
