SEMESTER 1			SEMESTER 2
MKU012-2	Logika	A	114	AIF292-3	Desain & Analisis Algoritma [X]	E-E	112-122
				AIF294-3	Manajemen Informasi & Basis Data	C	111

SEMESTER 1			SEMESTER 2
AIF103-3	Matematika Diskrit	C	101	AIF104-3	Logika Informatika	B	102
AIF105-3	Pengantar Informatika	B	101	AIF106-3	Sistem Dijital	B	102
AIF181-3	Dasar-dasar Pemrograman	B	101	AIF182-2	Pengantar Basis Data	B	102
AIF191-3	Pemrograman Berorientasi Objek	A	102	AIF192-3	Algoritma & Struktur Data	D	111
MKU001-2	Pendidikan Pancasila	C	101	AMS100-4	Matematika Informatika	B	101
MKU008-2	Etika	B	101	AMS290-3	Aljabar Linear & Matriks	C	102
MKU010-2	Bahasa Inggris	B	102	MKU009-2	Bahasa Indonesia	C	131
				MKU011-2	Estetika	B	111

			SEMESTER 4
AIF201-4	Analisis & Desain Berorientasi Objek	B	111	AIF206-4	Sistem Operasi	C	111
AIF205-3	Arsitektur & Organisasi Komputer	B	111	AIF208-4	Rekayasa Perangkat Lunak	B	122
AIF281-2	Pengenalan Bidang Ilmu Teknologi Informasi	B	111	AIF210-2	Interaksi Manusia Komputer	C	112
AMS200-3	Probabilitas & Statistika	C	112	AIF280-1	Praktika Interaksi Manusia Komputer	C	112
MKU004-2	Pendidikan Agama (fenomenologi)	B	131	AIF292-3	Desain & Analisis Algoritma	E-C	112-122
MKU012-2	Logika	C	112	AIF294-3	Manajemen Informasi & Basis Data	C	111

SEMESTER 1			SEMESTER 2
AIF103-3	Matematika Diskrit	D-B	101-111	AIF102-4	Algoritma & Struktur Data	D	122
AIF105-3	Pengantar Informatika	D-B	101-104	AIF104-3	Logika Informatika	B	102
AIF181-3	Dasar-dasar Pemrograman	E-D	102-112	AIF106-3	Sistem Dijital	C	102
AIF191-3	Pemrograman Berorientasi Objek	E-C	101-104	AIF182-2	Pengantar Basis Data	D	102
MKU001-2	Pendidikan Pancasila	B	101	AIF192-3	Algoritma & Struktur Data [X]	E-E	111-121
MKU008-2	Etika	B	101	AMS190-3	Matematika Informatika	B	102
MKU010-2	Bahasa Inggris	C	102	AMS191-4	Kalkulus	E-C	101-114
				MKU009-2	Bahasa Indonesia	B	132
				MKU011-2	Estetika	B	111

			SEMESTER 4
AIF201-4	Analisis & Desain Berorientasi Objek	D-D	121-141	AIF202-4	Desain & Analisis Algoritma	D	132
AIF205-3	Arsitektur & Organisasi Komputer	B	111	AIF206-4	Sistem Operasi	C	111
AIF281-2	Pengenalan Bidang Ilmu Teknologi Informasi	B	111	AIF208-4	Rekayasa Perangkat Lunak	B	122
AMS200-3	Probabilitas & Statistika	C	112	AIF210-2	Interaksi Manusia Komputer	B	112
MKU004-2	Pendidikan Agama (fenomenologi)	A	112	AIF280-1	Praktika Interaksi Manusia Komputer	B	112
MKU012-2	Logika	B	114	AIF294-3	Manajemen Informasi & Basis Data	C	111

SEMESTER 1			SEMESTER 2
AIF103-3	Matematika Diskrit	D	101	AIF102-4	Algoritma & Struktur Data	E-E-C	131-132-141
AIF105-3	Pengantar Informatika	E-D	101-111	AIF104-3	Logika Informatika	C	102
AIF181-3	Dasar-dasar Pemrograman	D	102	AIF106-3	Sistem Dijital	E-D	102-114
AIF191-3	Pemrograman Berorientasi Objek	D	101	AIF182-2	Pengantar Basis Data [X]	D	102
MKU001-2	Pendidikan Pancasila	B	101	AIF192-3	Algoritma & Struktur Data [X]	E-E	111-121
MKU008-2	Etika	B	101	AMS100-4	Matematika Informatika	C	101
MKU010-2	Bahasa Inggris	E-B	102-131	AMS290-3	Aljabar Linear & Matriks	E-D	102-114
				ESM203-3	Pengantar Manajemen Pemasaran	C	122
				MKU009-2	Bahasa Indonesia	C	132
				MKU011-2	Estetika	B	132

			SEMESTER 4
AIF201-4	Analisis & Desain Berorientasi Objek	E-C	111-121	AIF202-4	Desain & Analisis Algoritma <<	D	142
AIF203-4	Struktur Diskrit	C	141	AIF206-4	Sistem Operasi <<	D-C	121-142
AIF205-3	Arsitektur & Organisasi Komputer	C	111	AIF210-2	Interaksi Manusia Komputer	C	112
AIF281-2	Pengenalan Bidang Ilmu Teknologi Infor [X]	E	111	AIF280-1	Praktika Interaksi Manusia Komputer	C	112
AMS200-3	Probabilitas & Statistika	C	112	AIF292-3	Desain & Analisis Algoritma [X]	E-E	112-122
ESM201-3	Perilaku Keorganisasian	C	122	AIF294-3	Manajemen Informasi & Basis Data	E-C	111-114
ESM204-3	Manajemen Keuangan I	D	122				
MKU004-2	Pendidikan Agama (fenomenologi)	B	112				
MKU012-2	Logika	C	131				

SEMESTER 1			SEMESTER 2
AIF103-3	Matematika Diskrit	E-D-B	101-111-124	AIF102-4	Algoritma & Struktur Data	C	132
AIF105-3	Pengantar Informatika	D-A	101-104	AIF104-3	Logika Informatika	E-D	102-112
AIF181-3	Dasar-dasar Pemrograman [X]	E-E	102-112	AIF106-3	Sistem Dijital	D-C	102-114
AIF191-3	Pemrograman Berorientasi Objek	E-E-B	101-111-124	AIF182-2	Pengantar Basis Data	D	102
MKU001-2	Pendidikan Pancasila	C	101	AIF192-3	Algoritma & Struktur Data [X]	E	121
MKU008-2	Etika	B	101	AMS190-3	Matematika Informatika	E-D	102-104
MKU010-2	Bahasa Inggris	D-C	102-132	AMS191-4	Kalkulus [X]	E	101
				ESM203-3	Pengantar Manajemen Pemasaran	B	122
				MKU009-2	Bahasa Indonesia	C	112
				MKU011-2	Estetika	B	131

			SEMESTER 4
AIF201-4	Analisis & Desain Berorientasi Objek	C	131	AIF202-4	Desain & Analisis Algoritma <<	E-D	141-142
AIF205-3	Arsitektur & Organisasi Komputer	C	111	AIF206-4	Sistem Operasi	C	121
AIF281-2	Pengenalan Bidang Ilmu Teknologi Informasi	C	111	AIF210-2	Interaksi Manusia Komputer	B	112
AMS200-3	Probabilitas & Statistika	D	141	AIF280-1	Praktika Interaksi Manusia Komputer	B	112
ESM201-3	Perilaku Keorganisasian	D	122	AIF294-3	Manajemen Informasi & Basis Data	E-C	111-114
ESM204-3	Manajemen Keuangan I	D	122				
MKU004-2	Pendidikan Agama (fenomenologi)	A	112				
MKU012-2	Logika	B	132				

SEMESTER 1			SEMESTER 2
AIF103-3	Matematika Diskrit	D-A	101-111	AIF102-4	Algoritma & Struktur Data	B	131
AIF105-3	Pengantar Informatika	C	101	AIF104-3	Logika Informatika	A	102
AIF181-3	Dasar-dasar Pemrograman	C	101	AIF106-3	Sistem Dijital	C	102
AIF191-3	Pemrograman Berorientasi Objek	B	102	AIF182-2	Pengantar Basis Data	A	102
MKU001-2	Pendidikan Pancasila	B	101	AIF192-3	Algoritma & Struktur Data [X]	E	111
MKU008-2	Etika	B	101	AMS100-4	Matematika Informatika	A	101
MKU010-2	Bahasa Inggris	B	102	AMS290-3	Aljabar Linear & Matriks	C	102
				MKU009-2	Bahasa Indonesia	B	132
				MKU011-2	Estetika	D-B	111-132

			SEMESTER 4
AIF201-4	Analisis & Desain Berorientasi Objek	E-A	111-121	AIF206-4	Sistem Operasi	B	111
AIF205-3	Arsitektur & Organisasi Komputer	A	111	AIF208-4	Rekayasa Perangkat Lunak	C	122
AIF281-2	Pengenalan Bidang Ilmu Teknologi Informasi	B	111	AIF210-2	Interaksi Manusia Komputer	B	112
AMS200-3	Probabilitas & Statistika	B	112	AIF280-1	Praktika Interaksi Manusia Komputer	B	112
MKU004-2	Pendidikan Agama (fenomenologi)	A	114	AIF292-3	Desain & Analisis Algoritma	D	112
MKU012-2	Logika	A	114	AIF294-3	Manajemen Informasi & Basis Data	C	111

SEMESTER 1			SEMESTER 2
AIF103-3	Matematika Diskrit	C	101	AIF102-4	Algoritma & Struktur Data	E-B	131-132
AIF105-3	Pengantar Informatika	E-B	101-104	AIF104-3	Logika Informatika	B	102
AIF181-3	Dasar-dasar Pemrograman	E-C	102-112	AIF106-3	Sistem Dijital	B	102
AIF191-3	Pemrograman Berorientasi Objek	D-A	101-104	AIF182-2	Pengantar Basis Data	C	102
MKU001-2	Pendidikan Pancasila	A	101	AIF192-3	Algoritma & Struktur Data [X]	E	111
MKU008-2	Etika	B	101	AMS190-3	Matematika Informatika	B	102
MKU010-2	Bahasa Inggris	D-C	102-141	AMS191-4	Kalkulus	C	101
				ESM203-3	Pengantar Manajemen Pemasaran	C	122
				MKU009-2	Bahasa Indonesia	C	132
				MKU011-2	Estetika	B	131

			SEMESTER 4
AIF201-4	Analisis & Desain Berorientasi Objek	D-A	111-131	AIF202-4	Desain & Analisis Algoritma	C	141
AIF205-3	Arsitektur & Organisasi Komputer	C	111	AIF206-4	Sistem Operasi	D-C	111-121
AIF281-2	Pengenalan Bidang Ilmu Teknologi Informasi	C	111	AIF210-2	Interaksi Manusia Komputer	C	112
AMS200-3	Probabilitas & Statistika	D-C	112-114	AIF280-1	Praktika Interaksi Manusia Komputer	C	112
ESM201-3	Perilaku Keorganisasian	C	122	AIF294-3	Manajemen Informasi & Basis Data	C	111
ESM204-3	Manajemen Keuangan I	C	122				
MKU004-2	Pendidikan Agama (fenomenologi)	A	112				
MKU012-2	Logika	B	114				

SEMESTER 1			SEMESTER 2
AIF103-3	Matematika Diskrit	B	101	AIF104-3	Logika Informatika	A	102
AIF105-3	Pengantar Informatika	C	101	AIF106-3	Sistem Dijital	B	102
AIF181-3	Dasar-dasar Pemrograman [X]	D	102	AIF182-2	Pengantar Basis Data	B	102
AIF191-3	Pemrograman Berorientasi Objek	C	101	AIF192-3	Algoritma & Struktur Data	D-E	111-121
APS309-2	Dunia Digital Dan Sains 	B	112	AMS100-4	Matematika Informatika	B	101
MKU001-2	Pendidikan Pancasila	B	101	AMS290-3	Aljabar Linear & Matriks	B	102
MKU008-2	Etika	B	101	MKU009-2	Bahasa Indonesia	C	132
MKU010-2	Bahasa Inggris	D-E-B	102-112-132	MKU011-2	Estetika	A	111

			SEMESTER 4
AIF201-4	Analisis & Desain Berorientasi Objek	D	111	AIF206-4	Sistem Operasi	C	111
AIF205-3	Arsitektur & Organisasi Komputer	B	111	AIF210-2	Interaksi Manusia Komputer	C	112
AIF281-2	Pengenalan Bidang Ilmu Teknologi Informasi	B	111	AIF280-1	Praktika Interaksi Manusia Komputer	C	112
AMS200-3	Probabilitas & Statistika	C	112	AIF292-3	Desain & Analisis Algoritma	D-E	112-122
MKU003-2	Pendidikan Agama (katolik)	A	111	AIF294-3	Manajemen Informasi & Basis Data	D-C	111-114
MKU012-2	Logika	C	104				
